,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS
0,1610612738,Boston Celtics,BOS,36,36,0.416,702,1297,0.541,0.572,-0.031
1,1610612749,Milwaukee Bucks,MIL,36,36,0.364,671,1229,0.546,0.574,-0.028
2,1610612763,Memphis Grizzlies,MEM,40,40,0.436,871,1592,0.547,0.575,-0.028
3,1610612762,Utah Jazz,UTA,36,36,0.423,764,1395,0.548,0.575,-0.027
4,1610612752,New York Knicks,NYK,35,35,0.433,737,1315,0.56,0.58,-0.019
5,1610612742,Dallas Mavericks,DAL,38,38,0.422,780,1388,0.562,0.574,-0.012
6,1610612744,Golden State Warriors,GSW,35,35,0.449,784,1389,0.564,0.577,-0.012
7,1610612750,Minnesota Timberwolves,MIN,36,36,0.433,791,1386,0.571,0.582,-0.012
8,1610612754,Indiana Pacers,IND,37,37,0.504,992,1760,0.564,0.575,-0.011
9,1610612751,Brooklyn Nets,BKN,35,35,0.403,714,1260,0.567,0.575,-0.008
10,1610612746,LA Clippers,LAC,34,34,0.41,675,1189,0.568,0.572,-0.005
11,1610612764,Washington Wizards,WAS,38,38,0.445,889,1569,0.567,0.571,-0.004
12,1610612753,Orlando Magic,ORL,36,36,0.411,773,1341,0.576,0.579,-0.002
13,1610612759,San Antonio Spurs,SAS,40,40,0.463,961,1664,0.578,0.58,-0.002
14,1610612737,Atlanta Hawks,ATL,36,36,0.421,783,1356,0.577,0.576,0.001
15,1610612765,Detroit Pistons,DET,36,36,0.477,872,1509,0.578,0.571,0.007
16,1610612741,Chicago Bulls,CHI,38,38,0.437,833,1436,0.58,0.57,0.01
17,1610612761,Toronto Raptors,TOR,36,36,0.422,755,1292,0.584,0.574,0.01
18,1610612740,New Orleans Pelicans,NOP,36,36,0.401,765,1304,0.587,0.573,0.014
19,1610612747,Los Angeles Lakers,LAL,35,35,0.422,738,1246,0.592,0.575,0.017
20,1610612757,Portland Trail Blazers,POR,37,37,0.413,798,1344,0.594,0.577,0.017
21,1610612755,Philadelphia 76ers,PHI,36,36,0.425,763,1286,0.593,0.575,0.018
22,1610612739,Cleveland Cavaliers,CLE,36,36,0.469,880,1474,0.597,0.578,0.019
23,1610612766,Charlotte Hornets,CHA,37,37,0.421,819,1372,0.597,0.578,0.019
24,1610612758,Sacramento Kings,SAC,36,36,0.473,893,1509,0.592,0.572,0.02
25,1610612743,Denver Nuggets,DEN,36,36,0.417,751,1272,0.59,0.57,0.021
26,1610612756,Phoenix Suns,PHX,37,37,0.427,816,1376,0.593,0.571,0.022
27,1610612748,Miami Heat,MIA,36,36,0.405,726,1220,0.595,0.571,0.024
28,1610612760,Oklahoma City Thunder,OKC,36,36,0.411,815,1359,0.6,0.576,0.024
29,1610612745,Houston Rockets,HOU,38,38,0.434,906,1482,0.611,0.579,0.032
